flt_id,日期,航司,航班号,计划起飞,实际起飞,计划降落,实际降落,实际上轮档,计划始发站,实际始发站,计划到达站,实际到达站,month_of_year,week_of_year,day_of_week,day_of_year,minutes_of_day,计划飞行时长,实际飞行时长,实际滑行时长,实际上轮档时长,机型
437549709,2024/4/4 0:00,MU,2158,2024/4/4 14:25,2024/4/4 14:29,2024/4/4 17:05,2024/4/4 16:33,2024/4/4 16:38,SHA,SHA,XIY,XIY,4,14,4,95,1025,160,124,5,129,32L
437337713,2024/4/4 0:00,MU,6924,2024/4/4 12:15,2024/4/4 12:15,2024/4/4 14:20,2024/4/4 14:01,2024/4/4 14:17,TSN,TSN,XIY,XIY,4,14,4,95,860,125,106,16,122,32L
436984945,2024/4/4 0:00,MU,594,2024/4/4 13:55,2024/4/4 14:15,2024/4/4 19:15,2024/4/4 18:53,2024/4/4 19:06,NRT,NRT,XIY,XIY,4,14,4,95,1155,320,278,13,291,32L
437254075,2024/4/4 0:00,MU,2386,2024/4/4 17:10,2024/4/4 17:08,2024/4/4 21:05,2024/4/4 20:38,2024/4/4 20:51,HTN,HTN,XIY,XIY,4,14,4,95,1265,235,210,13,223,32L
437493852,2024/4/4 0:00,MU,2266,2024/4/4 18:55,2024/4/4 18:56,2024/4/4 20:40,2024/4/4 20:22,2024/4/4 20:26,CSX,CSX,XIY,XIY,4,14,4,95,1240,105,86,4,90,325
437238361,2024/4/4 0:00,MU,2170,2024/4/4 20:30,2024/4/4 20:27,2024/4/4 22:55,2024/4/4 22:32,2024/4/4 22:38,SHA,SHA,XIY,XIY,4,14,4,95,1375,145,125,6,131,32L
437234944,2024/4/4 0:00,MU,2350,2024/4/4 22:40,2024/4/4 22:32,2024/4/5 0:10,2024/4/4 23:37,2024/4/4 23:41,XNN,XNN,XIY,XIY,4,14,5,96,10,90,65,4,69,319
437013286,2024/4/4 0:00,MU,2110,2024/4/4 13:00,2024/4/4 13:09,2024/4/4 15:15,2024/4/4 14:43,2024/4/4 14:50,PKX,PKX,XIY,XIY,4,14,4,95,915,135,94,7,101,32L
437164794,2024/4/4 0:00,MU,6830,2024/4/4 16:00,2024/4/4 16:15,2024/4/4 19:35,2024/4/4 19:31,2024/4/4 19:38,BPL,BPL,XIY,XIY,4,14,4,95,1175,215,196,7,203,319
437389094,2024/4/4 0:00,MU,2346,2024/4/4 15:00,2024/4/4 15:07,2024/4/4 17:00,2024/4/4 16:37,2024/4/4 16:43,CSX,CSX,XIY,XIY,4,14,4,95,1020,120,90,6,96,320
437317032,2024/4/4 0:00,MU,2212,2024/4/4 14:25,2024/4/4 14:26,2024/4/4 18:05,2024/4/4 17:33,2024/4/4 17:41,HRB,HRB,XIY,XIY,4,14,4,95,1085,220,187,8,195,32L
437319432,2024/4/4 0:00,MU,6160,2024/4/4 19:10,2024/4/4 19:35,2024/4/4 21:40,2024/4/4 21:58,2024/4/4 22:06,SZX,SZX,XIY,XIY,4,14,4,95,1300,150,143,8,151,32L
437585540,2024/4/4 0:00,MU,6510,2024/4/4 9:50,2024/4/4 9:50,2024/4/4 12:25,2024/4/4 12:04,2024/4/4 12:12,YIW,YIW,XIY,XIY,4,14,4,95,745,155,134,8,142,32L
437132361,2024/4/4 0:00,MU,2388,2024/4/4 10:45,2024/4/4 10:46,2024/4/4 12:55,2024/4/4 12:28,2024/4/4 12:33,NKG,NKG,XIY,XIY,4,14,4,95,775,130,102,5,107,32L
437173280,2024/4/4 0:00,MU,2391,2024/4/4 13:25,2024/4/4 13:37,2024/4/4 16:10,2024/4/4 16:00,2024/4/4 16:07,WNZ,WNZ,XIY,XIY,4,14,4,95,970,165,143,7,150,32L
437415488,2024/4/4 0:00,MU,2324,2024/4/4 16:15,2024/4/4 16:20,2024/4/4 17:20,2024/4/4 17:12,2024/4/4 17:25,UYN,UYN,XIY,XIY,4,14,4,95,1040,65,52,13,65,320
437291262,2024/4/4 0:00,MU,6484,2024/4/4 17:05,2024/4/4 17:01,2024/4/4 20:45,2024/4/4 20:10,2024/4/4 20:27,KCA,KCA,XIY,XIY,4,14,4,95,1245,220,189,17,206,32L
437169311,2024/4/4 0:00,MU,2162,2024/4/4 17:25,2024/4/4 17:22,2024/4/4 19:55,2024/4/4 19:29,2024/4/4 19:36,SHA,SHA,XIY,XIY,4,14,4,95,1195,150,127,7,134,32L
437499025,2024/4/4 0:00,MU,2264,2024/4/4 16:40,2024/4/4 16:51,2024/4/4 19:50,2024/4/4 19:39,2024/4/4 19:52,SHE,SHE,XIY,XIY,4,14,4,95,1190,190,168,13,181,73M
437173851,2024/4/4 0:00,MU,2126,2024/4/4 9:20,2024/4/4 9:30,2024/4/4 10:55,2024/4/4 11:01,2024/4/4 11:07,WUH,WUH,XIY,XIY,4,14,4,95,655,95,91,6,97,320
437138613,2024/4/4 0:00,MU,2398,2024/4/4 16:05,2024/4/4 16:14,2024/4/4 18:20,2024/4/4 18:27,2024/4/4 18:34,HGH,HGH,XIY,XIY,4,14,4,95,1100,135,133,7,140,325
437479570,2024/4/4 0:00,MU,2312,2024/4/4 11:25,2024/4/4 11:43,2024/4/4 13:50,2024/4/4 13:50,2024/4/4 13:58,CAN,CAN,XIY,XIY,4,14,4,95,830,145,127,8,135,325
437239420,2024/4/4 0:00,MU,2432,2024/4/4 22:45,2024/4/4 22:36,2024/4/5 0:15,2024/4/4 23:47,2024/4/4 23:54,DYG,DYG,XIY,XIY,4,14,5,96,15,90,71,7,78,319
437050309,2024/4/4 0:00,MU,2298,2024/4/4 16:45,2024/4/4 16:45,2024/4/4 19:10,2024/4/4 18:58,2024/4/4 19:04,DLC,DLC,XIY,XIY,4,14,4,95,1150,145,133,6,139,319
437465528,2024/4/4 0:00,MU,2378,2024/4/4 21:35,2024/4/4 21:23,2024/4/5 1:15,2024/4/5 0:34,2024/4/5 0:44,AAT,AAT,XIY,XIY,4,14,5,96,75,220,191,10,201,319
437382879,2024/4/4 0:00,MU,2288,2024/4/4 10:45,2024/4/4 13:09,2024/4/4 11:55,2024/4/4 14:04,2024/4/4 14:18,UYN,UYN,XIY,XIY,4,14,4,95,715,70,55,14,69,320
437164534,2024/4/4 0:00,MU,9960,2024/4/4 17:35,2024/4/4 17:37,2024/4/4 19:00,2024/4/4 18:39,2024/4/4 18:52,XNN,XNN,XIY,XIY,4,14,4,95,1140,85,62,13,75,319
437576949,2024/4/4 0:00,MU,2190,2024/4/4 20:00,2024/4/4 20:02,2024/4/4 23:25,2024/4/4 23:17,2024/4/4 23:21,AKU,AKU,XIY,XIY,4,14,4,95,1405,205,195,4,199,319
437331722,2024/4/4 0:00,MU,9801,2024/4/4 21:30,2024/4/4 21:45,2024/4/5 0:10,2024/4/4 23:51,2024/4/4 23:56,PVG,PVG,XIY,XIY,4,14,5,96,10,160,126,5,131,319
436982562,2024/4/4 0:00,MU,2440,2024/4/4 11:20,2024/4/4 11:15,2024/4/4 14:20,2024/4/4 13:41,2024/4/4 13:54,LXA,LXA,XIY,XIY,4,14,4,95,860,180,146,13,159,319
437419669,2024/4/4 0:00,MU,2148,2024/4/4 14:25,2024/4/4 14:36,2024/4/4 17:25,2024/4/4 17:09,2024/4/4 17:21,LXA,LXA,XIY,XIY,4,14,4,95,1045,180,153,12,165,319
437135254,2024/4/4 0:00,MU,2336,2024/4/4 15:30,2024/4/4 15:47,2024/4/4 18:30,2024/4/4 18:21,2024/4/4 18:36,LXA,LXA,XIY,XIY,4,14,4,95,1110,180,154,15,169,319
437372842,2024/4/4 0:00,MU,2216,2024/4/4 16:20,2024/4/4 16:12,2024/4/4 18:40,2024/4/4 18:03,2024/4/4 18:14,DNH,DNH,XIY,XIY,4,14,4,95,1120,140,111,11,122,319
437365770,2024/4/4 0:00,MU,2156,2024/4/4 13:20,2024/4/4 13:24,2024/4/4 15:55,2024/4/4 15:28,2024/4/4 15:36,SHA,SHA,XIY,XIY,4,14,4,95,955,155,124,8,132,320
437312354,2024/4/4 0:00,MU,5022,2024/4/4 16:00,2024/4/4 16:40,2024/4/4 18:15,2024/4/4 18:37,2024/4/4 18:42,TAO,TAO,XIY,XIY,4,14,4,95,1095,135,117,5,122,320
437227309,2024/4/4 0:00,MU,6265,2024/4/4 12:20,2024/4/4 12:27,2024/4/4 14:05,2024/4/4 13:54,2024/4/4 14:01,HFE,HFE,XIY,XIY,4,14,4,95,845,105,87,7,94,320
437531831,2024/4/4 0:00,MU,5269,2024/4/4 13:40,2024/4/4 13:37,2024/4/4 15:35,2024/4/4 15:15,2024/4/4 15:21,KHN,KHN,XIY,XIY,4,14,4,95,935,115,98,6,104,320
436992951,2024/4/4 0:00,MU,2140,2024/4/4 19:35,2024/4/4 19:56,2024/4/4 22:40,2024/4/4 22:57,2024/4/4 23:08,SYX,SYX,XIY,XIY,4,14,4,95,1360,185,181,11,192,325
437251540,2024/4/4 0:00,MU,2182,2024/4/4 11:20,2024/4/4 11:28,2024/4/4 13:45,2024/4/4 13:10,2024/4/4 13:23,KMG,KMG,XIY,XIY,4,14,4,95,825,145,102,13,115,325
437528411,2024/4/4 0:00,MU,2114,2024/4/4 16:00,2024/4/4 16:18,2024/4/4 18:10,2024/4/4 18:06,2024/4/4 18:24,PKX,PKX,XIY,XIY,4,14,4,95,1090,130,108,18,126,325
437436401,2024/4/4 0:00,MU,9920,2024/4/4 21:45,2024/4/4 21:42,2024/4/4 23:30,2024/4/4 23:07,2024/4/4 23:13,TNA,TNA,XIY,XIY,4,14,4,95,1410,105,85,6,91,32L
437309690,2024/4/4 0:00,MU,5725,2024/4/4 17:40,2024/4/4 18:33,2024/4/4 19:55,2024/4/4 20:29,2024/4/4 20:34,DLU,DLU,XIY,XIY,4,14,4,95,1195,135,116,5,121,737
437339718,2024/4/4 0:00,MU,2302,2024/4/4 13:30,2024/4/4 13:48,2024/4/4 16:05,2024/4/4 15:56,2024/4/4 16:05,CAN,CAN,XIY,XIY,4,14,4,95,965,155,128,9,137,32L
437568142,2024/4/4 0:00,MU,2118,2024/4/4 19:00,2024/4/4 19:00,2024/4/4 21:00,2024/4/4 20:41,2024/4/4 20:47,PKX,PKX,XIY,XIY,4,14,4,95,1260,120,101,6,107,319
437555636,2024/4/4 0:00,MU,2120,2024/4/4 20:00,2024/4/4 20:06,2024/4/4 22:20,2024/4/4 21:41,2024/4/4 21:46,PKX,PKX,XIY,XIY,4,14,4,95,1340,140,95,5,100,319
437526456,2024/4/4 0:00,MU,2268,2024/4/4 21:35,2024/4/4 21:33,2024/4/4 23:00,2024/4/4 22:28,2024/4/4 22:36,CKG,CKG,XIY,XIY,4,14,4,95,1380,85,55,8,63,320
437578333,2024/4/4 0:00,MU,2159,2024/4/4 12:00,2024/4/4 12:02,2024/4/4 12:55,2024/4/4 12:38,2024/4/4 12:50,ENY,ENY,XIY,XIY,4,14,4,95,775,55,36,12,48,319
437079851,2024/4/4 0:00,MU,2224,2024/4/4 19:45,2024/4/4 19:55,2024/4/4 22:20,2024/4/4 21:53,2024/4/4 22:01,HGH,HGH,XIY,XIY,4,14,4,95,1340,155,118,8,126,32L
437056355,2024/4/4 0:00,MU,2165,2024/4/4 13:00,2024/4/4 13:41,2024/4/4 15:00,2024/4/4 15:21,2024/4/4 15:38,JGN,JGN,XIY,XIY,4,14,4,95,900,120,100,17,117,32L
437574381,2024/4/4 0:00,MU,5200,2024/4/4 23:20,2024/4/4 23:19,2024/4/5 1:20,2024/4/5 0:49,2024/4/5 1:01,PKX,PKX,XIY,XIY,4,14,5,96,80,120,90,12,102,32L
437227280,2024/4/4 0:00,MU,2188,2024/4/4 17:40,2024/4/4 18:30,2024/4/4 20:40,2024/4/4 21:15,2024/4/4 21:20,XMN,XMN,XIY,XIY,4,14,4,95,1240,180,165,5,170,32L
437225023,2024/4/4 0:00,MU,2112,2024/4/4 14:00,2024/4/4 14:12,2024/4/4 16:15,2024/4/4 15:47,2024/4/4 15:58,PKX,PKX,XIY,XIY,4,14,4,95,975,135,95,11,106,320
436990319,2024/4/4 0:00,MU,2082,2024/4/4 1:05,2024/4/4 1:08,2024/4/4 6:20,2024/4/4 5:10,2024/4/4 5:21,HKT,HKT,XIY,XIY,4,14,4,95,380,315,242,11,253,32L
436979866,2024/4/4 0:00,MU,5677,2024/4/4 6:15,2024/4/4 6:24,2024/4/4 8:35,2024/4/4 8:26,2024/4/4 8:30,HGH,HGH,XIY,XIY,4,14,4,95,515,140,122,4,126,320
437462899,2024/4/4 0:00,MU,2424,2024/4/4 9:15,2024/4/4 9:09,2024/4/4 11:30,2024/4/4 11:04,2024/4/4 11:12,WHA,WHA,XIY,XIY,4,14,4,95,690,135,115,8,123,319
437337925,2024/4/4 0:00,MU,2214,2024/4/4 13:30,2024/4/4 15:31,2024/4/4 16:30,2024/4/4 18:01,2024/4/4 18:08,XMN,XMN,XIY,XIY,4,14,4,95,990,180,150,7,157,325
437518750,2024/4/4 0:00,MU,6531,2024/4/4 20:10,2024/4/4 20:17,2024/4/4 22:30,2024/4/4 22:03,2024/4/4 22:09,TAO,TAO,XIY,XIY,4,14,4,95,1350,140,106,6,112,32L
437535077,2024/4/4 0:00,MU,2971,2024/4/4 7:00,2024/4/4 6:57,2024/4/4 9:15,2024/4/4 8:51,2024/4/4 8:58,CZX,CZX,XIY,XIY,4,14,4,95,555,135,114,7,121,320
437400685,2024/4/4 0:00,MU,2462,2024/4/4 15:20,2024/4/4 15:23,2024/4/4 18:35,2024/4/4 18:12,2024/4/4 18:27,URC,URC,XIY,XIY,4,14,4,95,1115,195,169,15,184,73L
437125225,2024/4/4 0:00,MU,2426,2024/4/4 6:40,2024/4/4 6:42,2024/4/4 7:55,2024/4/4 7:43,2024/4/4 7:49,DSN,DSN,XIY,XIY,4,14,4,95,475,75,61,6,67,319
437318894,2024/4/4 0:00,MU,2230,2024/4/4 12:20,2024/4/4 15:08,2024/4/4 15:00,2024/4/4 17:24,2024/4/4 17:31,FOC,FOC,XIY,XIY,4,14,4,95,900,160,136,7,143,325
437161970,2024/4/4 0:00,MU,5551,2024/4/4 7:00,2024/4/4 7:02,2024/4/4 8:50,2024/4/4 8:38,2024/4/4 8:47,KHN,KHN,XIY,XIY,4,14,4,95,530,110,96,9,105,320
437297135,2024/4/4 0:00,MU,2106,2024/4/4 10:00,2024/4/4 10:10,2024/4/4 12:00,2024/4/4 11:45,2024/4/4 12:00,PKX,PKX,XIY,XIY,4,14,4,95,720,120,95,15,110,32L
437149143,2024/4/4 0:00,MU,2301,2024/4/4 7:00,2024/4/4 7:05,2024/4/4 8:20,2024/4/4 7:55,2024/4/4 8:01,INC,INC,XIY,XIY,4,14,4,95,500,80,50,6,56,32L
437051086,2024/4/4 0:00,MU,2335,2024/4/4 6:45,2024/4/4 7:12,2024/4/4 9:30,2024/4/4 9:29,2024/4/4 9:38,PVG,PVG,XIY,XIY,4,14,4,95,570,165,137,9,146,32L
437279632,2024/4/4 0:00,MU,2304,2024/4/4 23:30,2024/4/5 1:06,2024/4/5 1:55,2024/4/5 3:13,2024/4/5 3:17,CAN,CAN,XIY,XIY,4,14,5,96,115,145,127,4,131,32L
436967993,2024/4/4 0:00,MU,9932,2024/4/4 7:20,2024/4/4 7:16,2024/4/4 11:30,2024/4/4 10:59,2024/4/4 11:13,KHG,KHG,XIY,XIY,4,14,4,95,690,250,223,14,237,319
437218534,2024/4/4 0:00,MU,2210,2024/4/4 12:35,2024/4/4 14:19,2024/4/4 15:30,2024/4/4 17:07,2024/4/4 17:13,SWA,SWA,XIY,XIY,4,14,4,95,930,175,168,6,174,32L
437544785,2024/4/4 0:00,MU,2320,2024/4/4 13:00,2024/4/4 16:08,2024/4/4 15:30,2024/4/4 18:31,2024/4/4 18:37,SZX,SZX,JGS,XIY,4,14,4,95,930,150,143,6,149,320
437371395,2024/4/4 0:00,MU,2955,2024/4/4 7:20,2024/4/4 7:33,2024/4/4 9:35,2024/4/4 9:39,2024/4/4 9:45,WUX,WUX,XIY,XIY,4,14,4,95,575,135,126,6,132,320
437255038,2024/4/4 0:00,MU,2252,2024/4/4 7:45,2024/4/4 7:51,2024/4/4 10:55,2024/4/4 10:30,2024/4/4 10:53,URC,URC,XIY,XIY,4,14,4,95,655,190,159,23,182,325
437148467,2024/4/4 0:00,MU,2153,2024/4/4 7:10,2024/4/4 7:11,2024/4/4 8:35,2024/4/4 8:13,2024/4/4 8:21,XNN,XNN,XIY,XIY,4,14,4,95,515,85,62,8,70,320
437408673,2024/4/4 0:00,MU,2795,2024/4/4 7:35,2024/4/4 7:34,2024/4/4 9:40,2024/4/4 9:26,2024/4/4 9:34,NKG,NKG,XIY,XIY,4,14,4,95,580,125,112,8,120,32L
436988075,2024/4/4 0:00,MU,2413,2024/4/4 7:15,2024/4/4 7:23,2024/4/4 9:25,2024/4/4 9:20,2024/4/4 9:27,TAO,TAO,XIY,XIY,4,14,4,95,565,130,117,7,124,320
437253730,2024/4/4 0:00,MU,6483,2024/4/4 7:40,2024/4/4 7:43,2024/4/4 10:20,2024/4/4 10:00,2024/4/4 10:06,NGB,NGB,XIY,XIY,4,14,4,95,620,160,137,6,143,32L
437455558,2024/4/4 0:00,MU,2166,2024/4/4 18:00,2024/4/4 18:05,2024/4/4 20:35,2024/4/4 20:08,2024/4/4 20:16,SHA,SHA,XIY,XIY,4,14,4,95,1235,155,123,8,131,32L
437449071,2024/4/4 0:00,MU,2342,2024/4/4 9:00,2024/4/4 10:11,2024/4/4 11:40,2024/4/4 12:32,2024/4/4 12:37,ZUH,ZUH,XIY,XIY,4,14,4,95,700,160,141,5,146,32L
437154043,2024/4/4 0:00,MU,9858,2024/4/4 10:35,2024/4/4 11:31,2024/4/4 12:25,2024/4/4 12:51,2024/4/4 12:58,WMT,WMT,XIY,XIY,4,14,4,95,745,110,80,7,87,319
436963054,2024/4/4 0:00,MU,9914,2024/4/4 11:05,2024/4/4 11:14,2024/4/4 12:45,2024/4/4 12:39,2024/4/4 12:45,HFE,HFE,XIY,XIY,4,14,4,95,765,100,85,6,91,32L
437452101,2024/4/4 0:00,MU,2362,2024/4/4 21:40,2024/4/4 21:42,2024/4/4 23:50,2024/4/4 23:31,2024/4/4 23:37,KMG,KMG,XIY,XIY,4,14,4,95,1430,130,109,6,115,320
437270382,2024/4/4 0:00,MU,2142,2024/4/4 15:20,2024/4/4 15:27,2024/4/4 18:45,,,CGQ,CGQ,XIY,XIY,4,14,4,95,1125,205,,,,320
437488519,2024/4/4 0:00,MU,9946,2024/4/4 9:25,2024/4/4 9:23,2024/4/4 12:50,2024/4/4 12:34,2024/4/4 12:48,CGQ,CGQ,XIY,XIY,4,14,4,95,770,205,191,14,205,319
437051364,2024/4/4 0:00,MU,2155,2024/4/4 6:50,2024/4/4 10:21,2024/4/4 7:55,2024/4/4 11:10,2024/4/4 11:17,UYN,UYN,XIY,XIY,4,14,4,95,475,65,49,7,56,32L
437242496,2024/4/4 0:00,MU,2146,2024/4/4 9:25,2024/4/4 9:49,2024/4/4 10:50,2024/4/4 10:52,2024/4/4 10:56,XNN,XNN,XIY,XIY,4,14,4,95,650,85,63,4,67,320
437077536,2024/4/4 0:00,MU,6226,2024/4/4 10:10,2024/4/4 10:16,2024/4/4 12:05,2024/4/4 12:16,2024/4/4 12:23,TAO,TAO,XIY,XIY,4,14,4,95,725,115,120,7,127,32L
437201259,2024/4/5 0:00,MU,2324,2024/4/5 16:15,2024/4/5 16:15,2024/4/5 17:20,2024/4/5 17:05,2024/4/5 17:15,UYN,UYN,XIY,XIY,4,14,5,96,1040,65,50,10,60,319
437006284,2024/4/5 0:00,MU,2709,2024/4/5 17:05,2024/4/5 17:15,2024/4/5 19:20,2024/4/5 19:06,2024/4/5 19:10,WUX,WUX,XIY,XIY,4,14,5,96,1160,135,111,4,115,320
437154886,2024/4/5 0:00,MU,9564,2024/4/5 7:55,2024/4/5 7:51,2024/4/5 9:55,2024/4/5 9:19,2024/4/5 9:33,HET,HET,XIY,XIY,4,14,5,96,595,120,88,14,102,319
437493469,2024/4/5 0:00,MU,2168,2024/4/5 19:30,2024/4/5 19:32,2024/4/5 22:10,2024/4/5 21:35,2024/4/5 21:41,SHA,SHA,XIY,XIY,4,14,5,96,1330,160,123,6,129,32L
437176449,2024/4/5 0:00,MU,9960,2024/4/5 17:35,2024/4/5 17:21,2024/4/5 19:00,2024/4/5 18:23,2024/4/5 18:27,XNN,XNN,XIY,XIY,4,14,5,96,1140,85,62,4,66,319
437165797,2024/4/5 0:00,MU,5223,2024/4/5 7:35,2024/4/5 7:32,2024/4/5 10:20,2024/4/5 9:44,2024/4/5 9:49,NGB,NGB,XIY,XIY,4,14,5,96,620,165,132,5,137,32L
437365969,2024/4/5 0:00,MU,2885,2024/4/5 15:00,2024/4/5 15:09,2024/4/5 17:20,2024/4/5 16:51,2024/4/5 16:55,NKG,NKG,XIY,XIY,4,14,5,96,1040,140,102,4,106,32L
437366249,2024/4/5 0:00,MU,2264,2024/4/5 16:40,2024/4/5 16:45,2024/4/5 19:50,2024/4/5 19:44,2024/4/5 19:57,SHE,SHE,XIY,XIY,4,14,5,96,1190,190,179,13,192,73M
437134575,2024/4/5 0:00,MU,2391,2024/4/5 13:25,2024/4/5 13:31,2024/4/5 16:10,2024/4/5 15:51,2024/4/5 15:58,WNZ,WNZ,XIY,XIY,4,14,5,96,970,165,140,7,147,32L
437159419,2024/4/5 0:00,MU,5269,2024/4/5 13:40,2024/4/5 13:48,2024/4/5 15:35,2024/4/5 15:17,2024/4/5 15:24,KHN,KHN,XIY,XIY,4,14,5,96,935,115,89,7,96,320
437123399,2024/4/5 0:00,MU,2276,2024/4/5 20:25,2024/4/5 20:19,2024/4/5 21:45,2024/4/5 21:08,2024/4/5 21:12,UYN,UYN,XIY,XIY,4,14,5,96,1305,80,49,4,53,320
437582350,2024/4/5 0:00,MU,5569,2024/4/5 15:10,2024/4/5 15:30,2024/4/5 17:10,2024/4/5 16:54,2024/4/5 17:01,HFE,HFE,XIY,XIY,4,14,5,96,1030,120,84,7,91,320
437054753,2024/4/5 0:00,MU,2174,2024/4/5 17:30,2024/4/5 17:34,2024/4/5 21:00,2024/4/5 20:47,2024/4/5 20:51,HRB,HRB,XIY,XIY,4,14,5,96,1260,210,193,4,197,73L
437205162,2024/4/5 0:00,MU,2252,2024/4/5 7:45,2024/4/5 7:52,2024/4/5 10:55,2024/4/5 10:45,2024/4/5 10:59,URC,URC,XIY,XIY,4,14,5,96,655,190,173,14,187,325
436990470,2024/4/5 0:00,MU,2342,2024/4/5 10:00,2024/4/5 10:55,2024/4/5 12:40,2024/4/5 13:32,2024/4/5 13:37,ZUH,ZUH,XIY,XIY,4,14,5,96,760,160,157,5,162,32L
437040726,2024/4/5 0:00,MU,2393,2024/4/5 13:30,2024/4/5 13:37,2024/4/5 16:05,2024/4/5 15:49,2024/4/5 15:58,NGB,NGB,XIY,XIY,4,14,5,96,965,155,132,9,141,320
437398263,2024/4/5 0:00,MU,2807,2024/4/5 12:55,2024/4/5 12:53,2024/4/5 15:05,2024/4/5 14:32,2024/4/5 14:38,NKG,NKG,XIY,XIY,4,14,5,96,905,130,99,6,105,32L
437543894,2024/4/5 0:00,MU,2112,2024/4/5 14:00,2024/4/5 14:03,2024/4/5 16:15,2024/4/5 15:38,2024/4/5 15:43,PKX,PKX,XIY,XIY,4,14,5,96,975,135,95,5,100,32L
437483661,2024/4/5 0:00,MU,5723,2024/4/5 13:40,2024/4/5 13:58,2024/4/5 15:55,2024/4/5 15:44,2024/4/5 15:54,KMG,KMG,XIY,XIY,4,14,5,96,955,135,106,10,116,73E
437564253,2024/4/5 0:00,MU,2200,2024/4/5 9:40,2024/4/5 9:32,2024/4/5 11:55,2024/4/5 11:37,2024/4/5 11:42,YNT,YNT,XIY,XIY,4,14,5,96,715,135,125,5,130,320
437059983,2024/4/5 0:00,MU,2160,2024/4/5 15:45,2024/4/5 15:48,2024/4/5 18:15,2024/4/5 17:48,2024/4/5 17:55,SHA,SHA,XIY,XIY,4,14,5,96,1095,150,120,7,127,919
437546572,2024/4/5 0:00,MU,2350,2024/4/5 22:40,2024/4/5 22:26,2024/4/6 0:10,2024/4/5 23:28,2024/4/5 23:40,XNN,XNN,XIY,XIY,4,14,6,97,10,90,62,12,74,320
437045577,2024/4/5 0:00,MU,2152,2024/4/5 8:20,2024/4/5 8:24,2024/4/5 10:40,2024/4/5 10:24,2024/4/5 10:31,SHA,SHA,XIY,XIY,4,14,5,96,640,140,120,7,127,919
437083068,2024/4/5 0:00,MU,2385,2024/4/5 8:00,2024/4/5 7:58,2024/4/5 9:40,2024/4/5 9:21,2024/4/5 9:26,HFE,HFE,XIY,XIY,4,14,5,96,580,100,83,5,88,32L
437493389,2024/4/5 0:00,MU,2263,2024/4/5 9:35,2024/4/5 9:41,2024/4/5 11:50,2024/4/5 11:28,2024/4/5 11:41,KMG,KMG,XIY,XIY,4,14,5,96,710,135,107,13,120,73M
437467988,2024/4/5 0:00,MU,2462,2024/4/5 15:20,2024/4/5 15:32,2024/4/5 18:35,2024/4/5 18:20,2024/4/5 18:31,URC,URC,XIY,XIY,4,14,5,96,1115,195,168,11,179,73L
437321503,2024/4/5 0:00,MU,2156,2024/4/5 13:20,2024/4/5 13:22,2024/4/5 15:55,2024/4/5 15:20,2024/4/5 15:27,SHA,SHA,XIY,XIY,4,14,5,96,955,155,118,7,125,320
437373921,2024/4/5 0:00,MU,2284,2024/4/5 10:50,2024/4/5 10:50,2024/4/5 12:15,2024/4/5 11:55,2024/4/5 12:09,DSN,DSN,XIY,XIY,4,14,5,96,735,85,65,14,79,320
437384473,2024/4/5 0:00,MU,2225,2024/4/5 9:25,2024/4/5 9:28,2024/4/5 11:45,2024/4/5 11:30,2024/4/5 11:38,SHA,SHA,XIY,XIY,4,14,5,96,705,140,122,8,130,321
437049585,2024/4/5 0:00,MU,5225,2024/4/5 16:00,2024/4/5 16:10,2024/4/5 19:05,2024/4/5 18:31,2024/4/5 18:37,XMN,XMN,XIY,XIY,4,14,5,96,1145,185,141,6,147,320
437545078,2024/4/5 0:00,MU,2274,2024/4/5 23:30,2024/4/5 23:31,2024/4/6 1:05,2024/4/6 0:40,2024/4/6 0:52,BAV,BAV,XIY,XIY,4,14,6,97,65,95,69,12,81,32L
437067877,2024/4/5 0:00,MU,2300,2024/4/5 21:45,2024/4/5 21:36,2024/4/6 1:10,2024/4/6 0:19,2024/4/6 0:28,URC,URC,XIY,XIY,4,14,6,97,70,205,163,9,172,325
437034654,2024/4/5 0:00,MU,2182,2024/4/5 11:20,2024/4/5 11:22,2024/4/5 13:45,2024/4/5 13:12,2024/4/5 13:19,KMG,KMG,XIY,XIY,4,14,5,96,825,145,110,7,117,325
437456653,2024/4/5 0:00,MU,2318,2024/4/5 13:00,2024/4/5 13:06,2024/4/5 15:35,2024/4/5 15:08,2024/4/5 15:16,NNG,NNG,XIY,XIY,4,14,5,96,935,155,122,8,130,325
437408958,2024/4/5 0:00,MU,2378,2024/4/5 21:35,2024/4/5 21:20,2024/4/6 1:15,2024/4/6 0:33,2024/4/6 0:42,AAT,AAT,XIY,XIY,4,14,6,97,75,220,193,9,202,319
437044707,2024/4/5 0:00,MU,2116,2024/4/5 17:00,2024/4/5 17:01,2024/4/5 19:10,2024/4/5 18:37,2024/4/5 18:47,PKX,PKX,XIY,XIY,4,14,5,96,1150,130,96,10,106,320
437546310,2024/4/5 0:00,MU,2165,2024/4/5 13:00,2024/4/5 12:53,2024/4/5 15:00,2024/4/5 14:37,2024/4/5 14:49,JGN,JGN,XIY,XIY,4,14,5,96,900,120,104,12,116,319
437138249,2024/4/5 0:00,MU,204,2024/4/5 14:35,2024/4/5 14:58,2024/4/5 17:25,2024/4/5 17:57,2024/4/5 18:07,HKG,HKG,XIY,XIY,4,14,5,96,1045,170,179,10,189,32L
